thread_id,escalated,category,reason,labeler,turn_count,first_customer_text
TW_THREAD_000355,0,self_service,Contest entry post; not a support request.,claude-opus-5-in-thread,3,#Thankenstein + #Contest @115911 Keeping it creepy!!!! :D https://t.co/QPmzxwIxbv
TW_THREAD_000358,0,self_service,Asks how to look up voucher confirmation numbers; a record lookup.,claude-opus-5-in-thread,4,@SouthwestAir I have two vouchers but can't seem to track down my confirmation numbers. Anyway to look them up? Thanks!
TW_THREAD_000359,0,self_service,Asks about nonstop routes; a schedule question.,claude-opus-5-in-thread,5,@SouthwestAir Do you have any nonstops to Cabo San Lucas?
TW_THREAD_000360,0,self_service,Pleasant in-flight photo post; no issue.,claude-opus-5-in-thread,4,Me time in the sky... @southwestair https://t.co/ccjl2JCAfK
TW_THREAD_000361,0,self_service,Wishes they were flying today for the holiday treat; no issue.,claude-opus-5-in-thread,4,Unlucky not to be flying on @SouthwestAir today and have to wait until Nov. 8th. Would have been nice to have had a free drink on flight.
TW_THREAD_000362,0,self_service,"Two weeks of app loading errors, framed sarcastically; no demand or severity trigger.",claude-opus-5-in-thread,2,"Hey @115940 your app has had a “loading error” for the two weeks, thought I’d let you know I’ve been paying for aggravation rather than tv"
TW_THREAD_000363,0,self_service,Playback error and a polite request for help; a technical fault.,claude-opus-5-in-thread,4,"@hulu_support I'm getting an error when I try to play episodes. Can you help, please?"
TW_THREAD_000364,0,self_service,Asks when more networks join the live lineup; a content roadmap question.,claude-opus-5-in-thread,3,@hulu_support when will the other 2 major networks stream live on Hulu live?
TW_THREAD_000368,1,complaint,Four reps could not help and two got it wrong; thumbs-down and angry emoji.,claude-opus-5-in-thread,2,"@115714 customer service 👎! 4 different people said they have no idea how to help, the two people who actually have tried did it wrong 😡"
TW_THREAD_000369,1,payment_issue,"Billed again for shipping already paid at order, and says friends were too.",claude-opus-5-in-thread,3,@115714 chk ur latest bill. I paid for note 8 shipping w/debit when ordered. Latest bill shows ship charge. This happened to other friends.
TW_THREAD_000370,1,complaint,"Calls the carrier ""honestly trash""; a categorical negative judgment.",claude-opus-5-in-thread,4,@115714 is honestly trash
TW_THREAD_000371,1,complaint,Says a sales rep called them an asshole on the phone; staff verbal abuse.,claude-opus-5-in-thread,2,.@115955 one of your sales reps called me an asshole on the phone! Unbelievable.
TW_THREAD_000372,1,registration_problems,Account deactivated again 48 hours after being restored; a recurring suspension.,claude-opus-5-in-thread,2,"@Uber_Support  After contacting you concerning deactivation of my account, it was reactivated but after 48 hrs, ,it has been been deactivated. Please help"
TW_THREAD_000373,1,complaint,Says phone staff and the visiting technician were both rude; a staff conduct complaint.,claude-opus-5-in-thread,5,I've never had a rude cable guy before until forced to switch to @115955 😒 the people on the phone were rude and now this dude?
TW_THREAD_000375,1,complaint,"Asks whether the shifting arrival estimate is a system fault ""or fraud""; a fraud allegation.",claude-opus-5-in-thread,2,"Why does @115879 sucker you in with s promise that a driver is 1 minute away, then it becomes 6? Is this a Systems problem or fraud?"
TW_THREAD_000377,0,self_service,Light-hearted note about undercooked rice; feedback with no demand.,claude-opus-5-in-thread,2,@ChipotleTweets I know you guys are busy but don’t undercook brown rice 🙃🙃🙃
TW_THREAD_000380,0,self_service,Celebrates a fifth year of the promo; positive.,claude-opus-5-in-thread,2,5th year of getting a boorito! SpoOoOoOky 🌯👻 @ChipotleTweets
TW_THREAD_000381,0,self_service,Asks why online ordering is off today; a service availability question.,claude-opus-5-in-thread,4,No online orders today?  Really @ChipotleTweets ?  .
TW_THREAD_000382,1,contact_customer_service,"Says the regional support is ""useless"" and asks this team to help instead.",claude-opus-5-in-thread,3,@Uber_Support do you also support ubereats singapore? im reaching out here bec the support there is useless. any chance you could help?
TW_THREAD_000383,0,self_service,Asks what an object in their food is; no stated judgment or demand.,claude-opus-5-in-thread,2,@ChipotleTweets what is this in my food?? https://t.co/dW5E8d5DxO
TW_THREAD_000384,0,self_service,"Enthusiastic praise for a menu item, profanity used positively.",claude-opus-5-in-thread,2,Idk what @ChipotleTweets puts in their salad dressing but holy fack it's delicious #drinkitpouritgottahaveit
TW_THREAD_000385,0,self_service,Thanks the brand for the promo; a compliment.,claude-opus-5-in-thread,2,Shoutout to the best burritos around! Thanks @ChipotleTweets  for the $3 burrito! You the best!
TW_THREAD_000386,0,self_service,Shouted reaction to an image with no stated problem; too vague to classify.,claude-opus-5-in-thread,3,@ChipotleTweets WHAT THE HECK?! https://t.co/LPAFswpIbL
TW_THREAD_000388,0,self_service,Declares love for the brand; no issue.,claude-opus-5-in-thread,2,I love you @ChipotleTweets
TW_THREAD_000389,0,self_service,Self-deprecating joke about burrito rolling; no issue.,claude-opus-5-in-thread,2,"Was gonna say I’m ready for a job at @ChipotleTweets, but my rolling skills suck. https://t.co/CdzgKpYldg"
TW_THREAD_000390,0,self_service,Shares a photo of a redeemed promo item; positive.,claude-opus-5-in-thread,2,@ChipotleTweets got his boorito 🎃😂 https://t.co/QB4ljLjSxx
TW_THREAD_000391,0,self_service,Cosplay photo joking about the promo; no issue.,claude-opus-5-in-thread,2,Happy Halloween! I broke out my KO cosplay today for @116196 and @79587 and totally not because of @ChipotleTweets . Not at all. https://t.co/CkHFv3lMtB
TW_THREAD_000392,0,self_service,Calls the promo the best part of the day; positive.,claude-opus-5-in-thread,4,Best part of today are these $3 burritos💀☠️ @ChipotleTweets https://t.co/vW35DKXm9c
TW_THREAD_000393,0,self_service,Asks whether a costume is mandatory for the deal; a promo terms question.,claude-opus-5-in-thread,2,@ChipotleTweets but do I absolutely have to be in a costume for a $3 #boorito ?!!!
TW_THREAD_000395,0,self_service,Reports the app appears to be down; a status report.,claude-opus-5-in-thread,2,@ChipotleTweets Your app seems to be down
TW_THREAD_000396,0,self_service,Shares enjoying the promo; positive.,claude-opus-5-in-thread,2,enjoying our $3 #booritos from @ChipotleTweets #HappyHalloween #boo https://t.co/xn5MRjr8Hg
TW_THREAD_000397,0,self_service,Jokes about visiting multiple locations for the deal; no issue.,claude-opus-5-in-thread,2,Adult trick-or-treating for me is going to as many @ChipotleTweets as I can find for #Booritos
TW_THREAD_000398,0,self_service,Two-word promo enthusiasm; no issue.,claude-opus-5-in-thread,2,BOORITO TIME! @ChipotleTweets
TW_THREAD_000399,0,self_service,"Annoyed at paying full price for the promo item; mild irritation, below the severity bar.",claude-opus-5-in-thread,4,Bruh @ChipotleTweets u really just made me pay full price for my burrito I'm tight
TW_THREAD_000400,1,contact_customer_service,Store phone unanswered and messaging blocked; asks what options remain to reach someone.,claude-opus-5-in-thread,2,"@ChipotleTweets U guys make it really hard to give feedback. Called the store, no answer. Can't send msg on FB. What are my options?"
TW_THREAD_000401,1,complaint,Alleges the food gave them food poisoning; a health-harm allegation.,claude-opus-5-in-thread,2,@ChipotleTweets gave me food poisoning and I’ve never been more heartbroken in my life
TW_THREAD_000402,0,self_service,Regrets missing a receipt sweepstake entry; no issue to resolve.,claude-opus-5-in-thread,2,Forgot to get my receipt at @ChipotleTweets. There goes a chance at burritos for a year. Ugh.
TW_THREAD_000403,0,self_service,Happy account of redeeming the costume promo; positive.,claude-opus-5-in-thread,3,"Heck yes I went to @ChipotleTweets and got a $3 boo-rito bowl for wearing my minion outfit today. Well worth it (also I was far from alone, everyone wore costumes and wanted their costume chippy 😂) https://t.co/crR3iq4K1U"
TW_THREAD_000405,0,self_service,Channels missing and others glitching; a service fault report.,claude-opus-5-in-thread,12,@115722 I’ve lost my network channels and other channels are glitchy. Need help!
TW_THREAD_000407,0,self_service,"Asks why something is happening to them, with only an image; too vague to classify.",claude-opus-5-in-thread,6,@AskPlayStation why is this happening to me and only me? https://t.co/tEfiwmCVhl
TW_THREAD_000408,0,self_service,Console network speed collapses after an hour; a technical fault report.,claude-opus-5-in-thread,4,"@AskPlayStation after playing for  a hour, my network on ps4 just drops to 67.9kbps.then I can't play any games(cod black ops3).pls help"
TW_THREAD_000409,0,self_service,Trophy reward theme never arrived by email; a fulfillment lookup with an ID supplied.,claude-opus-5-in-thread,4,@116216 he platinado Horizon Zero Dawn el 1/7/2017 y no he recibido el tema exclusivo vía mail. ¿podrían revisarlo? ID:Rezequiel.
TW_THREAD_000410,1,registration_problems,Locked out of an old account with no idea of the login email; automated recovery cannot start.,claude-opus-5-in-thread,3,"@AskPlayStation Hi! Having issue with an old account, no idea what the login/email is for it but I know the ID"
TW_THREAD_000412,1,registration_problems,Says their account was stolen; an account takeover lockout.,claude-opus-5-in-thread,2,@116216 me pueden ayudar me robaronmi cuenta de psn
TW_THREAD_000413,0,self_service,Asks whether they can delete the account or change region and currency; settings questions.,claude-opus-5-in-thread,2,@AskPlayStation is it possible for me to delete my own psn or change the location and currency? Please reply
TW_THREAD_000414,0,self_service,Asks whether a title supports remote play before buying hardware; a product question.,claude-opus-5-in-thread,2,@AskPlayStation Hey is Shadow Of War remote play? Was thinking of getting a vita but i don't know if I can play my games remotely with it.
TW_THREAD_000415,0,self_service,Asks how pre-order bonuses will be delivered; a fulfillment question.,claude-opus-5-in-thread,5,"@ATVIAssist hey, I have pre ordered ww2 on the Xbox store, how will I receive my cod ww2 2xp and weapon unlock??"
TW_THREAD_000416,0,self_service,Pre-order points not yet credited and asks whether to wait; a fulfillment timing question.,claude-opus-5-in-thread,2,"@ATVIAssist Hi, i preordered ww2 on Saturday and i was told i was going to get 1,100 cod points yet i didn't, do i have to wait till friday?"
TW_THREAD_000418,0,self_service,Asks when a patch lands; a release schedule question.,claude-opus-5-in-thread,2,@ATVIAssist When is the update for Black Ops 3?
TW_THREAD_000419,0,self_service,Publisher countdown post; not a support request.,claude-opus-5-in-thread,3,Only three days left until #WWIIZombies arrive at your doorstep. Happy Halloween! Stay safe tonight. #CODWWII https://t.co/wHTjIiWUg1
TW_THREAD_000421,0,self_service,Reports a scam call impersonating the company; a fraud report with a number to submit.,claude-opus-5-in-thread,6,@MicrosoftHelps I got a phone call claiming to be you but I discovered they weren’t. The number is +1(818)930-5703 They tried to bribe me.
TW_THREAD_000422,0,self_service,Work disappeared from artboards twice; a data loss bug report.,claude-opus-5-in-thread,2,and somehow three artboards worth of brush work disappeared twice out of nowhere while I was working on another artboard @116233
TW_THREAD_000423,0,self_service,Asks about camera support in an older version; a compatibility question.,claude-opus-5-in-thread,2,@115769 will Lr6 support the Sony a7r3?
TW_THREAD_000425,1,complaint,"Calls the software ""terrible"" since the update, with a swearing emoji over 15-second previews.",claude-opus-5-in-thread,9,Adobe Lightroom is terrible since updating to CC Classic ! Sony A9 file takes 15sec to load full preview .... #lightroomcc 🤬 https://t.co/gZApJ1z9zn
TW_THREAD_000426,0,self_service,Asks when two features arrive; a roadmap question.,claude-opus-5-in-thread,2,@115769  👋 Any update for when HDR merge and Panorama stitching are coming to Lightroom CC?
TW_THREAD_000427,1,complaint,"""Horrible service"", says the company disregarded their safety and would not hear their side.",claude-opus-5-in-thread,2,Horrible service from @115783 not concerned for our safety and didn’t even listen to our side of the story! https://t.co/XqMrgBfO2N
TW_THREAD_000429,0,self_service,Asks whether smurfing counts as cheating; a policy question.,claude-opus-5-in-thread,3,@XboxSupport hey if someone creates a second account so he/she can play worse people because they have a higher skill and don’t want to play those people is that considered cheating??
TW_THREAD_000432,0,self_service,Wants to change a flight and gives the booking reference; a standard booking change.,claude-opus-5-in-thread,2,@AirAsiaSupport saya nak tukar flight sbb reschedule. booking #YIU8NM
TW_THREAD_000433,1,get_refund,"£180 device constantly offline and states ""Refund required"".",claude-opus-5-in-thread,4,@116245 my £180 Ring doorbell is constantly down. Seems now that every Ring doorbell and camera on earth is down. Refund required.
TW_THREAD_000436,1,get_refund,"Calls the printer a ""Waste of £££"" after setup failed and demands ""REFUND!"".",claude-opus-5-in-thread,4,Bought an #HPENVY4527 printer 2day: @116245. Waste of £££. Instructions/CD Software doesn't work. Drama getting help online. REFUND! https://t.co/tM9coNavye
TW_THREAD_000437,0,self_service,Praises the new cafe while noting a missing bun; light feedback.,claude-opus-5-in-thread,4,@Morrisons love the new look cafe in my local store. Delightful veggie cajun burger but no brioche bun! 'Twas only a morning roll! https://t.co/kbZynuJ124
TW_THREAD_000439,0,self_service,Rhetorical jab at a food photo; no stated judgment or demand.,claude-opus-5-in-thread,3,@116253 you guys call this chicken? https://t.co/DzUig4ATjc
TW_THREAD_000440,0,self_service,Amused that staff recognise them; no issue.,claude-opus-5-in-thread,3,Just got recognized at @Walmart as the guy who buys shopping carts full of sports equipment by an employee.  I think I'm here too often!!!
TW_THREAD_000441,0,self_service,Declares love for the retailer; positive.,claude-opus-5-in-thread,4,we all know walmart is better in terms of a lot of things so I LOVE WALMART https://t.co/tr1DaXl3IU
TW_THREAD_000442,0,self_service,Holiday photo prompt tagging the brand; no issue.,claude-opus-5-in-thread,5,Happy Halloween! Share a pic of your decorations or costume! Here's some pics of mine (overkill maybe?) https://t.co/X6hyMbBIo4 @176
TW_THREAD_000444,0,self_service,Praises the grocery pickup service; positive.,claude-opus-5-in-thread,2,Used @Walmart #grocerypickup and it's a pretty neat service!
TW_THREAD_000445,0,self_service,Compliments store staff; positive.,claude-opus-5-in-thread,2,Everybody I’ve met at Walmart is so friendly! I love it.
TW_THREAD_000447,0,self_service,Shout-out praising a store's selection; positive.,claude-opus-5-in-thread,2,"Shout to the @Walmart in Thomaston GA, for actually having gospel music on sale. Bravo, and thanks. 💪🏾👍🏾👌🏾"
TW_THREAD_000448,0,self_service,Meme about watching a driver take a wrong turn; no demand.,claude-opus-5-in-thread,3,When I open the GPS map on UberEATS and see that my driver has turned down the wrong street: https://t.co/awQwmNwfUV
TW_THREAD_000449,0,self_service,Jokingly asks for a discount; no issue to resolve.,claude-opus-5-in-thread,2,"@115877 hey, I was wondering if you could give me a discount on my food I'm broke!"
TW_THREAD_000450,1,complaint,Says the driver was incompetent and swore at them down the phone; staff misconduct.,claude-opus-5-in-thread,2,"@115877 dealing with a driver who is literally incompetent and just swore down the phone, i hope this isn’t what ubereats stands for?"
TW_THREAD_000451,0,self_service,Driver was slow to set off before a flight; annoyed but below the severity bar.,claude-opus-5-in-thread,2,.@115873 I️t took our driver over 5 minutes to start moving for our ride. We have a flight to catch. If they can’t do the ride then they shouldn’t accept I️t. #CustomerService
TW_THREAD_000453,1,contact_customer_service,Locked out of replying to the very complaint support asked them to add information to.,claude-opus-5-in-thread,2,Ugh! @115873 is there a reason you disabled my ability to respond to a complaint you guys asked me to resend information to?
TW_THREAD_000454,1,get_refund,Driver cancelled on them and they explicitly ask for a $5 credit.,claude-opus-5-in-thread,4,Hey @116271 my scheduled ride canceled on me when he was 1 minute away. If I cancel I pay $5. I need a $5 credit.
TW_THREAD_000455,1,contact_customer_service,Item missing from a $35 order and asks who they should contact.,claude-opus-5-in-thread,4,@115877 just made a $35 ubereats order from @116273 and did not receive my burrito. Who should I contact?
TW_THREAD_000456,1,complaint,Says the drivers are worse than local rickshaws and the company refuses to listen.,claude-opus-5-in-thread,3,@Uber_Support your drivers are now officially worse than the auto walas. And you sit there and refuse to listen.
TW_THREAD_000457,1,payment_issue,Debit card being charged fraudulently through another account and support is unresponsive.,claude-opus-5-in-thread,2,@116276 any reason I’m trying to Inform ur support staff that my debit card is being charged fraudulently from another Uber account while I’m at work and no one seems to care?
TW_THREAD_000458,1,complaint,"Calls surge pricing ""ridiculous"" and cites a competitor $13 cheaper for the same order.",claude-opus-5-in-thread,3,.@115877’s surge pricing is ridiculous. I literally just ordered the exact same food from @425 on @154 for $13 less. 🙄
TW_THREAD_000459,1,check_cancellation_fee,Disputes a cancellation fee that no in-app reporting option covers.,claude-opus-5-in-thread,4,Hi @Uber_Support I have a problem with a cancellation fee I was charged but the case fits none of the options. How can I report i this?
TW_THREAD_000460,1,complaint,"""awful customer service"" and doubts head office is worth contacting.",claude-opus-5-in-thread,2,"@115873 awful customer service, why bother trying to contact the head office?"
TW_THREAD_000461,0,self_service,Asks to bypass the minimum driver age; an eligibility policy question.,claude-opus-5-in-thread,6,@115873 i’m only a few months away from 21. let me drive anyway
TW_THREAD_000462,1,registration_problems,Account put on hold after they reported another driver carrying a gun; a suspension to reverse.,claude-opus-5-in-thread,5,"@116276 ANSWER ME, WHY IF I REPORT ANOTHER DRIVER WITH A GUN IN HI VEHICLE MY ACCOUNT GETS PUT ON HOLD????????"
TW_THREAD_000463,1,payment_issue,"Two orders they never placed charged to the account, with support redirecting after a 20-minute hold.",claude-opus-5-in-thread,4,"@115873 @Uber_Support  My wife account got charged w 2 uber eats orders we never placed. Called help number,  and after 20 min hold, all we were told had to email uber help Seriously?"
TW_THREAD_000464,1,complaint,Describes a driver touching them without consent; a serious safety allegation.,claude-opus-5-in-thread,2,An uber driver 1)let me drive 2)started petting my hair as I drive 3)hugged me goodbye and 4)proceeded to touch my ass dyring said weird ass hug @115873 get ur shit together
TW_THREAD_000465,1,get_refund,Paid for a trip the driver never made yet the app marked complete; asks how to get their money back.,claude-opus-5-in-thread,2,"@Uber_Support I booked a trip with you tonight, and after I paid for the trip the driver never came and the drive was completed in the app, what can we do to get our money back?"
TW_THREAD_000466,0,self_service,Cannot set a pickup point away from the terminal; a product limitation report.,claude-opus-5-in-thread,4,"@Uber_Support; why do you make it impossible to arrange for a pick up at an FBO at an airport? I'm in the US and no matter what I do, the pick up location defaults to the terminal. I'm not at the the terminal. I'm at the FBO. You guys lost 3 rides tonight."
TW_THREAD_000467,1,contact_customer_service,"Was in a crash during a ride and is in the ER; an incident needing a person, whatever the calm tone.",claude-opus-5-in-thread,2,"For those of you who saw my insta story earlier today, I am safe. I got into a car accident while riding in my @115873 and am currently being checked out in the ER. Moments like this make me realize how quickly things in life can change and how lucky I am to be here. I thank God."
TW_THREAD_000468,0,self_service,Phone left in a car with trip and driver details supplied; the standard lost-item flow.,claude-opus-5-in-thread,2,"@115873 @116288 My friend, Harsh Ranjan left his phone in uber cab while returning home. He tried calling his phone, it rang at the beginning then after few seconds it's coming as switched off. I am sharing the driver details and trip details. Kindly help. https://t.co/m1QNY1rSm2"
TW_THREAD_000469,0,self_service,Terse feedback that minimum fares are unprofitable; no personal case to resolve.,claude-opus-5-in-thread,2,@Uber_Support Minimum fare rides lose money. Fix it.
TW_THREAD_000470,1,payment_issue,PayPal payments have stopped working since an event; they swear and switch to taxis.,claude-opus-5-in-thread,6,@Uber_Support since the ParisGamesWeek your system dosnt work by paypal. F*** it i'm taking taxis.
TW_THREAD_000471,1,complaint,Driver wrongly accused them of theft and was rude and disrespectful.,claude-opus-5-in-thread,4,When your @115873 driver accuses you of stealing his “hustle” money from his cup holder but then finds it under his seat and was rude and disrespectful &amp; denies you a refund...
TW_THREAD_000472,1,contact_human_agent,"Four calls, long holds, nobody answers; questions the point of a support line.",claude-opus-5-in-thread,2,@115877 Tell me why I've called support four times and been on hold for ages every time .. If no one answers what's the point of having a support number
TW_THREAD_000473,0,self_service,States the warranty expired a day ago; a bare warranty status remark.,claude-opus-5-in-thread,2,@USCellularCares my phone warranty had expired one day
TW_THREAD_000474,1,complaint,"Sarcastic ""GREAT job"" over a lost birthday gift and vows to use a competitor only.",claude-opus-5-in-thread,2,"@115817 has ONE job...so why is my daughter's bday gift lost? Despite bar code, no one knows where it is. GREAT job. @81 ONLY from now on."
TW_THREAD_000475,0,self_service,Praises a named rep for an excellent call; a compliment.,claude-opus-5-in-thread,2,"@AsurionCares just got off the phone w/ a rep, Austin, can I just say that was one of the best customer service experiences I’ve ever had!"
TW_THREAD_000476,1,complaint,"Sensor failed in six months, six weeks in repair, and they now tell others to buy another brand.",claude-opus-5-in-thread,2,"I bought @172 #LUMIX &amp; sensor crapped w/in 6 months. It's been ""in repair"" 6 wks. At this point, I say go another brand. cc/ @116297"
TW_THREAD_000477,1,payment_issue,Says the carrier keeps taking funds for services they never subscribed to.,claude-opus-5-in-thread,4,@GloCare  a feast for glo collecting tat funds as if I don't know wat to do wit money please delete all unnecessary things I didnt subscribe
TW_THREAD_000480,1,get_refund,Faulty nappies leaked and the contact centre said they could do nothing; redress still unresolved.,claude-opus-5-in-thread,6,@Tesco hello i want to know recently I bough Ann online grocery order what some baby nappies in them as well but the nappies wouldn't even stay on the child for some reason one half box was like that and they were leaking so I called contact centre and they said they can't do nth
TW_THREAD_000481,0,self_service,"Asks what ""early hours"" means for delivery slots; a policy question.",claude-opus-5-in-thread,9,"So @tesco when you say 'early hours' for the delivery saver Christmas slots, just how early please, lunch in the Ashes, or first drinks break? Cheers."
TW_THREAD_000483,0,self_service,Order two weeks past its delivery date; a polite order status lookup.,claude-opus-5-in-thread,8,"@AmazonHelp Hi, I ordered an item on 18 Oct which said it would be delivered by 20 Oct and I still haven't received it. Can you help? Thanks"
TW_THREAD_000484,0,self_service,Asks how to filter search results by language; a site how-to.,claude-opus-5-in-thread,4,"@116316 Hi. How can I restrict results to German language books, while searching titles on amazon.de?"
TW_THREAD_000485,0,self_service,Says they have an issue with a same-day order and asks for help; a routine order query.,claude-opus-5-in-thread,6,"@AmazonHelp hello, I’m having an issue with a same day ship order.  Can you help me?"
TW_THREAD_000491,1,complaint,Accuses the courier of lying about a safe-place delivery and demands it be sorted now.,claude-opus-5-in-thread,4,@116324 not dlvd after 1 wk. U lied 2 @AmazonHelp saying left in safe place on Fri. Yesterday u said wld be dlvd 24-48hrs. Sort this now!
TW_THREAD_000492,1,complaint,"""Rapidly losing faith"" in support, citing no resolutions and no follow-ups.",claude-opus-5-in-thread,9,Rapidly losing faith in @115821 and their #esl CS ability to solve problems. No resolutions or follow ups.
TW_THREAD_000493,0,self_service,Reports poor network coverage in their village; a coverage report.,claude-opus-5-in-thread,2,"@116327, @idea_cares @116328 @116329 ,yet in 2017 we are facing very poor network in my village and surrounding locality."
TW_THREAD_000494,1,complaint,Reports a security issue plus a representative's incompetence that cost them over Rs.1000.,claude-opus-5-in-thread,4,"@116331 @idea_cares Me &amp; my father have a security issue to report &amp; incompetancy of your Representative from connought place, delhi. That has costed us more than rs.1000. And till date we're suffering from the way idea has handled my dad's case. Need urgent help."
TW_THREAD_000496,0,self_service,Battery worse after an update while another handset is fine; a technical question.,claude-opus-5-in-thread,4,"@AppleSupport why is my battery life short? I updated to 11.1, my battery is poor. Wife didn’t she likes her battery life"
TW_THREAD_000497,1,complaint,"Says the OS update made the watch ""pointless"" and ""useless"" for the reason they bought it.",claude-opus-5-in-thread,4,@AppleSupport watchOs4 made my watch pointless Browsing music on my phone via the watch was 80% reason for buying it now it’s useless.
TW_THREAD_000498,0,self_service,Sarcastic note that the forced update caused glitching; sarcasm without a severity trigger.,claude-opus-5-in-thread,4,"It’s been a few days since @115858 made me update my phone’s operating system. Now constantly glitching, hmm 🤔 I’m shocked!"
TW_THREAD_000499,0,self_service,Asks whether a fast-draining battery is faulty like a previous handset; a diagnostic question.,claude-opus-5-in-thread,4,Question- @249 @115858 my iPhone6 dies very quick (have to charge it 3 times a day) my iPhone5 battery was faulty. Could this be the same?
TW_THREAD_000500,0,self_service,Asks why music controls are missing from control centre; a technical question.,claude-opus-5-in-thread,4,And why is my music NEVER in my control center?! @AppleSupport
TW_THREAD_000501,0,self_service,iCloud backup greyed out after an update; a technical fault report.,claude-opus-5-in-thread,2,"@115858 Just updated iOS on iPhone7, now iCloud backup greyed out, cannot be turned on, says “Last Backup Never”"
TW_THREAD_000502,0,self_service,Laptop will not power on and suspects the charger; a troubleshooting request.,claude-opus-5-in-thread,5,"@AppleSupport hi, I have a problem with my macbook pro, it won't turn on, I think it might be the charger but not sure. Is there a..."
TW_THREAD_000504,0,self_service,Asks when a crashing calendar bug will be fixed; a release question.,claude-opus-5-in-thread,4,@115858 when will the bug in the calendar app be fixed? I upgraded to iOS 11.1 and it still crashes when iOS 11.03
TW_THREAD_000505,0,self_service,Asks whether seizure detection apps exist; a product recommendation question.,claude-opus-5-in-thread,2,@AppleSupport do you have any apps for epilepsy so I can detect my seizures thanks in advance
TW_THREAD_000506,0,self_service,Says the update made the phone slower and asks for a fix; below the severity bar.,claude-opus-5-in-thread,2,"@115858 really needs to fix this update. My phone has never been slower, for real."
TW_THREAD_000508,0,self_service,"Asks whether others see ""no service"" on the same handset; a fault-checking question.",claude-opus-5-in-thread,3,Is anyone else having problems with there iPhone 7 saying no service? @115858 @115714
TW_THREAD_000509,0,self_service,Asks why the character bug is happening; a technical question.,claude-opus-5-in-thread,2,So why is this happening I️ I️ I️ @AppleSupport
TW_THREAD_000510,0,self_service,Playback error message they do not know how to fix; a troubleshooting request.,claude-opus-5-in-thread,4,I keep getting this error message saying “the item can’t be played” and idk how to fix it... @115948 @AppleSupport
TW_THREAD_000511,0,self_service,Asks for help but never states the problem; too vague to classify.,claude-opus-5-in-thread,8,@AppleSupport HELP ME. I have a problem with my iPhone 7😑
TW_THREAD_000512,0,self_service,Icons render wrongly and a force reset did not help; a technical fault report.,claude-opus-5-in-thread,2,"@AppleSupport Any idea why icons show up like this? I did force reset to no avail. After initial notification display, they show up. https://t.co/qBFIAlpGyD"
TW_THREAD_000513,0,self_service,Alarm volume cannot be lowered despite ringer settings; a technical fault report.,claude-opus-5-in-thread,4,@AppleSupport ios 11.0.3 on 6s. Cannot adjust alarm volume so waking up all in my house and neighbours despite ringer being set to minimum!
TW_THREAD_000514,0,self_service,A camera setting will not stay off and asks for a fix; a bug report.,claude-opus-5-in-thread,2,@AppleSupport live photo keeps turning on in the camera even when it’s set to stay off. Please fix in next update.
TW_THREAD_000515,1,complaint,Profane public jab that four of the company's staff could not solve the problem.,claude-opus-5-in-thread,2,Do any of my friends actually know IT and problem solving since 4 @116021 people can’t figure it the fuck out?
TW_THREAD_000516,0,self_service,Getting 8Mbps on a 100Mbps plan and wants it fixed urgently; firm but below the severity bar.,claude-opus-5-in-thread,23,"@CoxHelp I continually give you guys the benefit of the doubt, but I’m paying for (yes I know, UP TO 100mbps down) and I’m getting 8! I need this fixed. Like yesterday."
TW_THREAD_000517,1,registration_problems,Account disables itself on every login attempt; a repeating lockout.,claude-opus-5-in-thread,4,"@Uber_Support I need help with my Account, It gets disabled every time I try to login and it's getting really frustrating!😬😠"
TW_THREAD_000518,1,get_refund,Calls the offered response inadequate after binning an £18 order; the redress is disputed.,claude-opus-5-in-thread,6,"Hi @115877  this is an inadequate response to me telling you I had to throw away the entire £18 order. If eat in, would’ve been sent back https://t.co/lqjrLk8BYw"
TW_THREAD_000519,1,contact_customer_service,Order never delivered and they ask the company to contact them directly.,claude-opus-5-in-thread,2,@Uber_Support I ordered food through uber eats. I did not get the delivery. Please contact me.
TW_THREAD_000520,1,complaint,Reports a driver attempting to sexually assault a family member; a severe safety allegation.,claude-opus-5-in-thread,2,"Hey, all, this guy picked my cousin up in Pittsburgh on Friday for @115873 and tried sexually assaulting her. His name is Feruzbek. https://t.co/rfzLT3fn5Q"
TW_THREAD_000521,1,registration_problems,Blocked from ordering by a phone-number confirmation step that never completes.,claude-opus-5-in-thread,3,"My @115877 app doesn't work ever, it won't let me order food. Keeps saying I need to confirm my phone number 🤦🏽‍♂️ ///"
TW_THREAD_000524,0,self_service,Points out reduced-shelf items priced above full price; a pricing anomaly.,claude-opus-5-in-thread,8,@Tesco Haddington: 6 x Mini Melton Mowbray Pies @ £1.00; 4 x Mini Melton Mowbray Pies on reduced shelf @ £1.04! #TesCon
TW_THREAD_000525,1,get_refund,Invokes the satisfaction guarantee to return a product they say tastes wrong.,claude-opus-5-in-thread,4,@Tesco im gonna take u up on your satisfactory offer &amp; return these. Theres an overwhelming taste of coconut &amp; milk powder but no curry! https://t.co/TxJ6b0VBy8
TW_THREAD_000526,0,self_service,Reports a mouldy ready meal bought earlier; stated plainly with no demand.,claude-opus-5-in-thread,4,@Tesco hello! Bought a lasagne earlier - husband just opened it and it’s got mould on it. Manky!
